artifact_type,artifact,technical_description,semantic_candidate_description,validation_status,review_question,evidence_ids,owner_domain,sensitivity
TABLE,cc_archivos,Physical table declared in .data_base/asgard.sql,"Tabla candidata del dominio cc: Control documental o control de chasis/mercancias/documentos. Por su nombre agrupa entidad o catalogo legacy cuyo significado debe confirmarse por uso en codigo y datos. Tiene lectura y escritura observada, por lo que probablemente participa en un flujo transaccional activo.",SEMANTIC_INFERENCE_REVIEW_REQUIRED,"Confirmar si `cc_archivos` representa correctamente: Tabla candidata del dominio cc: Control documental o control de chasis/mercancias/documentos. Por su nombre agrupa entidad o catalogo legacy cuyo significado debe confirmarse por uso en codigo y datos. Tiene lectura y escritura observada, por lo que probablemente participa en un flujo transaccional activo.","[""DB-TABLE-752F123072B607""]",cc,UNKNOWN_OR_BUSINESS_DATA
TABLE,cc_chasis_codigo_documento,Physical table declared in .data_base/asgard.sql,"Tabla candidata del dominio cc: Control documental o control de chasis/mercancias/documentos. Por su nombre agrupa documento o soporte asociado al expediente. Tiene escrituras observadas sin lecturas directas en la evidencia disponible; revisar si es staging, log o tabla consumida indirectamente.",SEMANTIC_INFERENCE_REVIEW_REQUIRED,"Confirmar si `cc_chasis_codigo_documento` representa correctamente: Tabla candidata del dominio cc: Control documental o control de chasis/mercancias/documentos. Por su nombre agrupa documento o soporte asociado al expediente. Tiene escrituras observadas sin lecturas directas en la evidencia disponible; revisar si es staging, log o tabla consumida indirectamente.","[""DB-TABLE-7B05E6BCF4C630""]",cc,UNKNOWN_OR_BUSINESS_DATA
TABLE,cc_mercancias,Physical table declared in .data_base/asgard.sql,"Tabla candidata del dominio cc: Control documental o control de chasis/mercancias/documentos. Por su nombre agrupa mercancias o items objeto de transporte/declaracion, mercancia o item objeto de transporte/declaracion. Tiene lectura y escritura observada, por lo que probablemente participa en un flujo transaccional activo.",SEMANTIC_INFERENCE_REVIEW_REQUIRED,"Confirmar si `cc_mercancias` representa correctamente: Tabla candidata del dominio cc: Control documental o control de chasis/mercancias/documentos. Por su nombre agrupa mercancias o items objeto de transporte/declaracion, mercancia o item objeto de transporte/declaracion. Tiene lectura y escritura observada, por lo que probablemente participa en un flujo transaccional activo.","[""DB-TABLE-D4D752FC673CF1""]",cc,LIKELY_PERSONAL_OR_SENSITIVE
TABLE,cc_registro_documentos,Physical table declared in .data_base/asgard.sql,"Tabla candidata del dominio cc: Control documental o control de chasis/mercancias/documentos. Por su nombre agrupa documentos o soportes asociados al expediente, documento o soporte asociado al expediente. Tiene lectura y escritura observada, por lo que probablemente participa en un flujo transaccional activo.",SEMANTIC_INFERENCE_REVIEW_REQUIRED,"Confirmar si `cc_registro_documentos` representa correctamente: Tabla candidata del dominio cc: Control documental o control de chasis/mercancias/documentos. Por su nombre agrupa documentos o soportes asociados al expediente, documento o soporte asociado al expediente. Tiene lectura y escritura observada, por lo que probablemente participa en un flujo transaccional activo.","[""DB-TABLE-D145A4D4DE8467""]",cc,UNKNOWN_OR_BUSINESS_DATA
TABLE,cc_tipos_documentos,Physical table declared in .data_base/asgard.sql,"Tabla candidata del dominio cc: Control documental o control de chasis/mercancias/documentos. Por su nombre agrupa tipos/clasificadores que parametrizan reglas o pantallas, documentos o soportes asociados al expediente, documento o soporte asociado al expediente, tipo/clasificador que parametriza la regla o pantalla. Tiene lecturas observadas y parece actuar como consulta, catalogo o fuente de reporte.",SEMANTIC_INFERENCE_REVIEW_REQUIRED,"Confirmar si `cc_tipos_documentos` representa correctamente: Tabla candidata del dominio cc: Control documental o control de chasis/mercancias/documentos. Por su nombre agrupa tipos/clasificadores que parametrizan reglas o pantallas, documentos o soportes asociados al expediente, documento o soporte asociado al expediente, tipo/clasificador que parametriza la regla o pantalla. Tiene lecturas observadas y parece actuar como consulta, catalogo o fuente de reporte.","[""DB-TABLE-05A4C4DB6D8FC6""]",cc,UNKNOWN_OR_BUSINESS_DATA
TABLE,cn_clienteconcesionario,Physical table declared in .data_base/asgard.sql,"Tabla candidata del dominio cn: Concesionarios, contactos y relaciones cliente-concesionario. Por su nombre agrupa cliente/tenant propietario de la operacion o filtro de visibilidad. No tiene uso PHP directo en la evidencia; puede ser historica, consumida por SQL/vistas/procedimientos o estar fuera del alcance estatico.",SEMANTIC_INFERENCE_REVIEW_REQUIRED,"Confirmar si `cn_clienteconcesionario` representa correctamente: Tabla candidata del dominio cn: Concesionarios, contactos y relaciones cliente-concesionario. Por su nombre agrupa cliente/tenant propietario de la operacion o filtro de visibilidad. No tiene uso PHP directo en la evidencia; puede ser historica, consumida por SQL/vistas/procedimientos o estar fuera del alcance estatico.","[""DB-TABLE-48BB42B1F101AF""]",cn,UNKNOWN_OR_BUSINESS_DATA
TABLE,cn_concesionario,Physical table declared in .data_base/asgard.sql,"Tabla candidata del dominio cn: Concesionarios, contactos y relaciones cliente-concesionario. Por su nombre agrupa entidad o catalogo legacy cuyo significado debe confirmarse por uso en codigo y datos. No tiene uso PHP directo en la evidencia; puede ser historica, consumida por SQL/vistas/procedimientos o estar fuera del alcance estatico.",SEMANTIC_INFERENCE_REVIEW_REQUIRED,"Confirmar si `cn_concesionario` representa correctamente: Tabla candidata del dominio cn: Concesionarios, contactos y relaciones cliente-concesionario. Por su nombre agrupa entidad o catalogo legacy cuyo significado debe confirmarse por uso en codigo y datos. No tiene uso PHP directo en la evidencia; puede ser historica, consumida por SQL/vistas/procedimientos o estar fuera del alcance estatico.","[""DB-TABLE-1C870B95A5F33A""]",cn,UNKNOWN_OR_BUSINESS_DATA
TABLE,cn_concesionario_contactos,Physical table declared in .data_base/asgard.sql,"Tabla candidata del dominio cn: Concesionarios, contactos y relaciones cliente-concesionario. Por su nombre agrupa personas de contacto y sus datos de comunicacion, persona de contacto y sus datos de comunicacion. No tiene uso PHP directo en la evidencia; puede ser historica, consumida por SQL/vistas/procedimientos o estar fuera del alcance estatico.",SEMANTIC_INFERENCE_REVIEW_REQUIRED,"Confirmar si `cn_concesionario_contactos` representa correctamente: Tabla candidata del dominio cn: Concesionarios, contactos y relaciones cliente-concesionario. Por su nombre agrupa personas de contacto y sus datos de comunicacion, persona de contacto y sus datos de comunicacion. No tiene uso PHP directo en la evidencia; puede ser historica, consumida por SQL/vistas/procedimientos o estar fuera del alcance estatico.","[""DB-TABLE-9CF689A4CD13DB""]",cn,LIKELY_PERSONAL_OR_SENSITIVE
TABLE,cn_tipo_contactos,Physical table declared in .data_base/asgard.sql,"Tabla candidata del dominio cn: Concesionarios, contactos y relaciones cliente-concesionario. Por su nombre agrupa tipo/clasificador que parametriza la regla o pantalla, personas de contacto y sus datos de comunicacion, persona de contacto y sus datos de comunicacion. No tiene uso PHP directo en la evidencia; puede ser historica, consumida por SQL/vistas/procedimientos o estar fuera del alcance estatico.",SEMANTIC_INFERENCE_REVIEW_REQUIRED,"Confirmar si `cn_tipo_contactos` representa correctamente: Tabla candidata del dominio cn: Concesionarios, contactos y relaciones cliente-concesionario. Por su nombre agrupa tipo/clasificador que parametriza la regla o pantalla, personas de contacto y sus datos de comunicacion, persona de contacto y sus datos de comunicacion. No tiene uso PHP directo en la evidencia; puede ser historica, consumida por SQL/vistas/procedimientos o estar fuera del alcance estatico.","[""DB-TABLE-8C5951D027F64E""]",cn,LIKELY_PERSONAL_OR_SENSITIVE
TABLE,con_contrato,Physical table declared in .data_base/asgard.sql,"Tabla candidata del dominio con: Contratos, unidades de negocio, documentos, estados y observaciones contractuales. Por su nombre agrupa entidad o catalogo legacy cuyo significado debe confirmarse por uso en codigo y datos. No tiene uso PHP directo en la evidencia; puede ser historica, consumida por SQL/vistas/procedimientos o estar fuera del alcance estatico.",SEMANTIC_INFERENCE_REVIEW_REQUIRED,"Confirmar si `con_contrato` representa correctamente: Tabla candidata del dominio con: Contratos, unidades de negocio, documentos, estados y observaciones contractuales. Por su nombre agrupa entidad o catalogo legacy cuyo significado debe confirmarse por uso en codigo y datos. No tiene uso PHP directo en la evidencia; puede ser historica, consumida por SQL/vistas/procedimientos o estar fuera del alcance estatico.","[""DB-TABLE-5FF3A2F84DEBC7""]",con,UNKNOWN_OR_BUSINESS_DATA
TABLE,con_documento,Physical table declared in .data_base/asgard.sql,"Tabla candidata del dominio con: Contratos, unidades de negocio, documentos, estados y observaciones contractuales. Por su nombre agrupa documento o soporte asociado al expediente. No tiene uso PHP directo en la evidencia; puede ser historica, consumida por SQL/vistas/procedimientos o estar fuera del alcance estatico.",SEMANTIC_INFERENCE_REVIEW_REQUIRED,"Confirmar si `con_documento` representa correctamente: Tabla candidata del dominio con: Contratos, unidades de negocio, documentos, estados y observaciones contractuales. Por su nombre agrupa documento o soporte asociado al expediente. No tiene uso PHP directo en la evidencia; puede ser historica, consumida por SQL/vistas/procedimientos o estar fuera del alcance estatico.","[""DB-TABLE-E64CB9FF272864""]",con,UNKNOWN_OR_BUSINESS_DATA
TABLE,con_empresa,Physical table declared in .data_base/asgard.sql,"Tabla candidata del dominio con: Contratos, unidades de negocio, documentos, estados y observaciones contractuales. Por su nombre agrupa entidad o catalogo legacy cuyo significado debe confirmarse por uso en codigo y datos. No tiene uso PHP directo en la evidencia; puede ser historica, consumida por SQL/vistas/procedimientos o estar fuera del alcance estatico.",SEMANTIC_INFERENCE_REVIEW_REQUIRED,"Confirmar si `con_empresa` representa correctamente: Tabla candidata del dominio con: Contratos, unidades de negocio, documentos, estados y observaciones contractuales. Por su nombre agrupa entidad o catalogo legacy cuyo significado debe confirmarse por uso en codigo y datos. No tiene uso PHP directo en la evidencia; puede ser historica, consumida por SQL/vistas/procedimientos o estar fuera del alcance estatico.","[""DB-TABLE-8E97B5B39F257E""]",con,UNKNOWN_OR_BUSINESS_DATA
TABLE,con_estado,Physical table declared in .data_base/asgard.sql,"Tabla candidata del dominio con: Contratos, unidades de negocio, documentos, estados y observaciones contractuales. Por su nombre agrupa estado de ciclo de vida o clasificacion operacional. No tiene uso PHP directo en la evidencia; puede ser historica, consumida por SQL/vistas/procedimientos o estar fuera del alcance estatico.",SEMANTIC_INFERENCE_REVIEW_REQUIRED,"Confirmar si `con_estado` representa correctamente: Tabla candidata del dominio con: Contratos, unidades de negocio, documentos, estados y observaciones contractuales. Por su nombre agrupa estado de ciclo de vida o clasificacion operacional. No tiene uso PHP directo en la evidencia; puede ser historica, consumida por SQL/vistas/procedimientos o estar fuera del alcance estatico.","[""DB-TABLE-55AB387FC6C88E""]",con,UNKNOWN_OR_BUSINESS_DATA
TABLE,con_mailcontrato,Physical table declared in .data_base/asgard.sql,"Tabla candidata del dominio con: Contratos, unidades de negocio, documentos, estados y observaciones contractuales. Por su nombre agrupa correo electronico o evento de envio por email. No tiene uso PHP directo en la evidencia; puede ser historica, consumida por SQL/vistas/procedimientos o estar fuera del alcance estatico.",SEMANTIC_INFERENCE_REVIEW_REQUIRED,"Confirmar si `con_mailcontrato` representa correctamente: Tabla candidata del dominio con: Contratos, unidades de negocio, documentos, estados y observaciones contractuales. Por su nombre agrupa correo electronico o evento de envio por email. No tiene uso PHP directo en la evidencia; puede ser historica, consumida por SQL/vistas/procedimientos o estar fuera del alcance estatico.","[""DB-TABLE-49AFFA505B7E66""]",con,LIKELY_PERSONAL_OR_SENSITIVE
TABLE,con_observacion,Physical table declared in .data_base/asgard.sql,"Tabla candidata del dominio con: Contratos, unidades de negocio, documentos, estados y observaciones contractuales. Por su nombre agrupa observacion, comentario o motivo de revision. No tiene uso PHP directo en la evidencia; puede ser historica, consumida por SQL/vistas/procedimientos o estar fuera del alcance estatico.",SEMANTIC_INFERENCE_REVIEW_REQUIRED,"Confirmar si `con_observacion` representa correctamente: Tabla candidata del dominio con: Contratos, unidades de negocio, documentos, estados y observaciones contractuales. Por su nombre agrupa observacion, comentario o motivo de revision. No tiene uso PHP directo en la evidencia; puede ser historica, consumida por SQL/vistas/procedimientos o estar fuera del alcance estatico.","[""DB-TABLE-04A6250F6F83BF""]",con,LIKELY_PERSONAL_OR_SENSITIVE
