table	source	line	evidence_id	technical_description	business_description	description_source	validation_status	owner_domain	lifecycle	pii	active_status	read_references	write_references	usage_status
con_documento	.data_base/asgard.sql	863	DB-TABLE-E64CB9FF272864	Physical table declared in .data_base/asgard.sql	Tabla candidata del dominio con: Contratos, unidades de negocio, documentos, estados y observaciones contractuales. Por su nombre agrupa documento o soporte asociado al expediente. No tiene uso PHP directo en la evidencia; puede ser historica, consumida por SQL/vistas/procedimientos o estar fuera del alcance estatico.	SEMANTIC_REVERSE_ENGINEERING_CANDIDATE	SEMANTIC_INFERENCE_REVIEW_REQUIRED	con	DOCUMENT_LIFECYCLE	UNKNOWN_OR_BUSINESS_DATA	UNKNOWN	0	0	NO_USAGE_FOUND
con_empresa	.data_base/asgard.sql	873	DB-TABLE-8E97B5B39F257E	Physical table declared in .data_base/asgard.sql	Tabla candidata del dominio con: Contratos, unidades de negocio, documentos, estados y observaciones contractuales. Por su nombre agrupa entidad o catalogo legacy cuyo significado debe confirmarse por uso en codigo y datos. No tiene uso PHP directo en la evidencia; puede ser historica, consumida por SQL/vistas/procedimientos o estar fuera del alcance estatico.	SEMANTIC_REVERSE_ENGINEERING_CANDIDATE	SEMANTIC_INFERENCE_REVIEW_REQUIRED	con	DOMAIN_ENTITY_OR_LEGACY	UNKNOWN_OR_BUSINESS_DATA	UNKNOWN	0	0	NO_USAGE_FOUND
con_estado	.data_base/asgard.sql	883	DB-TABLE-55AB387FC6C88E	Physical table declared in .data_base/asgard.sql	Tabla candidata del dominio con: Contratos, unidades de negocio, documentos, estados y observaciones contractuales. Por su nombre agrupa estado de ciclo de vida o clasificacion operacional. No tiene uso PHP directo en la evidencia; puede ser historica, consumida por SQL/vistas/procedimientos o estar fuera del alcance estatico.	SEMANTIC_REVERSE_ENGINEERING_CANDIDATE	SEMANTIC_INFERENCE_REVIEW_REQUIRED	con	CATALOG_STATE	UNKNOWN_OR_BUSINESS_DATA	UNKNOWN	0	0	NO_USAGE_FOUND
con_mailcontrato	.data_base/asgard.sql	893	DB-TABLE-49AFFA505B7E66	Physical table declared in .data_base/asgard.sql	Tabla candidata del dominio con: Contratos, unidades de negocio, documentos, estados y observaciones contractuales. Por su nombre agrupa correo electronico o evento de envio por email. No tiene uso PHP directo en la evidencia; puede ser historica, consumida por SQL/vistas/procedimientos o estar fuera del alcance estatico.	SEMANTIC_REVERSE_ENGINEERING_CANDIDATE	SEMANTIC_INFERENCE_REVIEW_REQUIRED	con	DOMAIN_ENTITY_OR_LEGACY	LIKELY_PERSONAL_OR_SENSITIVE	UNKNOWN	0	0	NO_USAGE_FOUND
con_observacion	.data_base/asgard.sql	906	DB-TABLE-04A6250F6F83BF	Physical table declared in .data_base/asgard.sql	Tabla candidata del dominio con: Contratos, unidades de negocio, documentos, estados y observaciones contractuales. Por su nombre agrupa observacion, comentario o motivo de revision. No tiene uso PHP directo en la evidencia; puede ser historica, consumida por SQL/vistas/procedimientos o estar fuera del alcance estatico.	SEMANTIC_REVERSE_ENGINEERING_CANDIDATE	SEMANTIC_INFERENCE_REVIEW_REQUIRED	con	DOMAIN_ENTITY_OR_LEGACY	LIKELY_PERSONAL_OR_SENSITIVE	UNKNOWN	0	0	NO_USAGE_FOUND
con_status	.data_base/asgard.sql	916	DB-TABLE-7CB049FC106830	Physical table declared in .data_base/asgard.sql	Tabla candidata del dominio con: Contratos, unidades de negocio, documentos, estados y observaciones contractuales. Por su nombre agrupa entidad o catalogo legacy cuyo significado debe confirmarse por uso en codigo y datos. No tiene uso PHP directo en la evidencia; puede ser historica, consumida por SQL/vistas/procedimientos o estar fuera del alcance estatico.	SEMANTIC_REVERSE_ENGINEERING_CANDIDATE	SEMANTIC_INFERENCE_REVIEW_REQUIRED	con	CATALOG_STATE	UNKNOWN_OR_BUSINESS_DATA	UNKNOWN	0	0	NO_USAGE_FOUND
con_tipodoc	.data_base/asgard.sql	926	DB-TABLE-12968173AE110E	Physical table declared in .data_base/asgard.sql	Tabla candidata del dominio con: Contratos, unidades de negocio, documentos, estados y observaciones contractuales. Por su nombre agrupa tipo/clasificador que parametriza la regla o pantalla. No tiene uso PHP directo en la evidencia; puede ser historica, consumida por SQL/vistas/procedimientos o estar fuera del alcance estatico.	SEMANTIC_REVERSE_ENGINEERING_CANDIDATE	SEMANTIC_INFERENCE_REVIEW_REQUIRED	con	DOMAIN_ENTITY_OR_LEGACY	UNKNOWN_OR_BUSINESS_DATA	UNKNOWN	0	0	NO_USAGE_FOUND
con_unidadnegocio	.data_base/asgard.sql	936	DB-TABLE-E7ED52279C6BC1	Physical table declared in .data_base/asgard.sql	Tabla candidata del dominio con: Contratos, unidades de negocio, documentos, estados y observaciones contractuales. Por su nombre agrupa entidad o catalogo legacy cuyo significado debe confirmarse por uso en codigo y datos. No tiene uso PHP directo en la evidencia; puede ser historica, consumida por SQL/vistas/procedimientos o estar fuera del alcance estatico.	SEMANTIC_REVERSE_ENGINEERING_CANDIDATE	SEMANTIC_INFERENCE_REVIEW_REQUIRED	con	DOMAIN_ENTITY_OR_LEGACY	LIKELY_PERSONAL_OR_SENSITIVE	UNKNOWN	0	0	NO_USAGE_FOUND
con_unidadnegocioservicio	.data_base/asgard.sql	946	DB-TABLE-7948D5C9C4574B	Physical table declared in .data_base/asgard.sql	Tabla candidata del dominio con: Contratos, unidades de negocio, documentos, estados y observaciones contractuales. Por su nombre agrupa entidad o catalogo legacy cuyo significado debe confirmarse por uso en codigo y datos. No tiene uso PHP directo en la evidencia; puede ser historica, consumida por SQL/vistas/procedimientos o estar fuera del alcance estatico.	SEMANTIC_REVERSE_ENGINEERING_CANDIDATE	SEMANTIC_INFERENCE_REVIEW_REQUIRED	con	DOMAIN_ENTITY_OR_LEGACY	LIKELY_PERSONAL_OR_SENSITIVE	UNKNOWN	0	0	NO_USAGE_FOUND
dashboard_bi_logs	.data_base/asgard.sql	957	DB-TABLE-92D70D07DEA635	Physical table declared in .data_base/asgard.sql	Tabla candidata del dominio dashboard: Auditoria o configuracion de dashboards e inteligencia de negocio. Por su nombre agrupa entidad o catalogo legacy cuyo significado debe confirmarse por uso en codigo y datos. No tiene uso PHP directo en la evidencia; puede ser historica, consumida por SQL/vistas/procedimientos o estar fuera del alcance estatico.	SEMANTIC_REVERSE_ENGINEERING_CANDIDATE	SEMANTIC_INFERENCE_REVIEW_REQUIRED	dashboard	AUDIT_LOG	UNKNOWN_OR_BUSINESS_DATA	UNKNOWN	0	0	NO_USAGE_FOUND
dav_accionrepeticion	.data_base/asgard.sql	971	DB-TABLE-6D3087F359A226	Physical table declared in .data_base/asgard.sql	Tabla candidata del dominio dav: Gestion aduanera, DAV/DAM, clientes, documentos, costos y procesos operativos de comercio exterior. Por su nombre agrupa entidad o catalogo legacy cuyo significado debe confirmarse por uso en codigo y datos. No tiene uso PHP directo en la evidencia; puede ser historica, consumida por SQL/vistas/procedimientos o estar fuera del alcance estatico.	SEMANTIC_REVERSE_ENGINEERING_CANDIDATE	SEMANTIC_INFERENCE_REVIEW_REQUIRED	dav	DOMAIN_ENTITY_OR_LEGACY	LIKELY_PERSONAL_OR_SENSITIVE	UNKNOWN	0	0	NO_USAGE_FOUND
dav_accionrepeticionregistro	.data_base/asgard.sql	987	DB-TABLE-B08D7B8E24DC86	Physical table declared in .data_base/asgard.sql	Tabla candidata del dominio dav: Gestion aduanera, DAV/DAM, clientes, documentos, costos y procesos operativos de comercio exterior. Por su nombre agrupa entidad o catalogo legacy cuyo significado debe confirmarse por uso en codigo y datos. No tiene uso PHP directo en la evidencia; puede ser historica, consumida por SQL/vistas/procedimientos o estar fuera del alcance estatico.	SEMANTIC_REVERSE_ENGINEERING_CANDIDATE	SEMANTIC_INFERENCE_REVIEW_REQUIRED	dav	DOMAIN_ENTITY_OR_LEGACY	LIKELY_PERSONAL_OR_SENSITIVE	UNKNOWN	0	0	NO_USAGE_FOUND
dav_acuerdo	.data_base/asgard.sql	1008	DB-TABLE-3553B7D144B4FF	Physical table declared in .data_base/asgard.sql	Tabla candidata del dominio dav: Gestion aduanera, DAV/DAM, clientes, documentos, costos y procesos operativos de comercio exterior. Por su nombre agrupa entidad o catalogo legacy cuyo significado debe confirmarse por uso en codigo y datos. Tiene lecturas observadas y parece actuar como consulta, catalogo o fuente de reporte.	SEMANTIC_REVERSE_ENGINEERING_CANDIDATE	SEMANTIC_INFERENCE_REVIEW_REQUIRED	dav	DOMAIN_ENTITY_OR_LEGACY	UNKNOWN_OR_BUSINESS_DATA	UNKNOWN	2	0	USED
dav_aduana	.data_base/asgard.sql	1022	DB-TABLE-BDE6E2E1DCA7ED	Physical table declared in .data_base/asgard.sql	Tabla candidata del dominio dav: Gestion aduanera, DAV/DAM, clientes, documentos, costos y procesos operativos de comercio exterior. Por su nombre agrupa aduana o entidad/parametro del tramite aduanero. Tiene lecturas observadas y parece actuar como consulta, catalogo o fuente de reporte.	SEMANTIC_REVERSE_ENGINEERING_CANDIDATE	SEMANTIC_INFERENCE_REVIEW_REQUIRED	dav	DOMAIN_ENTITY_OR_LEGACY	UNKNOWN_OR_BUSINESS_DATA	UNKNOWN	9	0	USED
dav_aduana_interiorscz	.data_base/asgard.sql	1039	DB-TABLE-CBAC3EE2CFD051	Physical table declared in .data_base/asgard.sql	Tabla candidata del dominio dav: Gestion aduanera, DAV/DAM, clientes, documentos, costos y procesos operativos de comercio exterior. Por su nombre agrupa aduana o entidad/parametro del tramite aduanero. No tiene uso PHP directo en la evidencia; puede ser historica, consumida por SQL/vistas/procedimientos o estar fuera del alcance estatico.	SEMANTIC_REVERSE_ENGINEERING_CANDIDATE	SEMANTIC_INFERENCE_REVIEW_REQUIRED	dav	DOMAIN_ENTITY_OR_LEGACY	UNKNOWN_OR_BUSINESS_DATA	UNKNOWN	0	0	NO_USAGE_FOUND
dav_aduanaemisor	.data_base/asgard.sql	1049	DB-TABLE-F6439D5F0D1B1E	Physical table declared in .data_base/asgard.sql	Tabla candidata del dominio dav: Gestion aduanera, DAV/DAM, clientes, documentos, costos y procesos operativos de comercio exterior. Por su nombre agrupa aduana o entidad/parametro del tramite aduanero. No tiene uso PHP directo en la evidencia; puede ser historica, consumida por SQL/vistas/procedimientos o estar fuera del alcance estatico.	SEMANTIC_REVERSE_ENGINEERING_CANDIDATE	SEMANTIC_INFERENCE_REVIEW_REQUIRED	dav	DOMAIN_ENTITY_OR_LEGACY	UNKNOWN_OR_BUSINESS_DATA	UNKNOWN	0	0	NO_USAGE_FOUND
dav_aerolineas	.data_base/asgard.sql	1064	DB-TABLE-4207FE755FDCA4	Physical table declared in .data_base/asgard.sql	Tabla candidata del dominio dav: Gestion aduanera, DAV/DAM, clientes, documentos, costos y procesos operativos de comercio exterior. Por su nombre agrupa entidad o catalogo legacy cuyo significado debe confirmarse por uso en codigo y datos. Tiene lecturas observadas y parece actuar como consulta, catalogo o fuente de reporte.	SEMANTIC_REVERSE_ENGINEERING_CANDIDATE	SEMANTIC_INFERENCE_REVIEW_REQUIRED	dav	DOMAIN_ENTITY_OR_LEGACY	UNKNOWN_OR_BUSINESS_DATA	UNKNOWN	2	0	USED
dav_aging	.data_base/asgard.sql	1075	DB-TABLE-18255C94890D3D	Physical table declared in .data_base/asgard.sql	Tabla candidata del dominio dav: Gestion aduanera, DAV/DAM, clientes, documentos, costos y procesos operativos de comercio exterior. Por su nombre agrupa entidad o catalogo legacy cuyo significado debe confirmarse por uso en codigo y datos. No tiene uso PHP directo en la evidencia; puede ser historica, consumida por SQL/vistas/procedimientos o estar fuera del alcance estatico.	SEMANTIC_REVERSE_ENGINEERING_CANDIDATE	SEMANTIC_INFERENCE_REVIEW_REQUIRED	dav	DOMAIN_ENTITY_OR_LEGACY	UNKNOWN_OR_BUSINESS_DATA	UNKNOWN	0	0	NO_USAGE_FOUND
dav_agrupado	.data_base/asgard.sql	1087	DB-TABLE-362A8437DF6DFA	Physical table declared in .data_base/asgard.sql	Tabla candidata del dominio dav: Gestion aduanera, DAV/DAM, clientes, documentos, costos y procesos operativos de comercio exterior. Por su nombre agrupa entidad o catalogo legacy cuyo significado debe confirmarse por uso en codigo y datos. No tiene uso PHP directo en la evidencia; puede ser historica, consumida por SQL/vistas/procedimientos o estar fuera del alcance estatico.	SEMANTIC_REVERSE_ENGINEERING_CANDIDATE	SEMANTIC_INFERENCE_REVIEW_REQUIRED	dav	DOMAIN_ENTITY_OR_LEGACY	UNKNOWN_OR_BUSINESS_DATA	UNKNOWN	0	0	NO_USAGE_FOUND
dav_agrupadopais	.data_base/asgard.sql	1098	DB-TABLE-9EA6C2240A4195	Physical table declared in .data_base/asgard.sql	Tabla candidata del dominio dav: Gestion aduanera, DAV/DAM, clientes, documentos, costos y procesos operativos de comercio exterior. Por su nombre agrupa entidad o catalogo legacy cuyo significado debe confirmarse por uso en codigo y datos. No tiene uso PHP directo en la evidencia; puede ser historica, consumida por SQL/vistas/procedimientos o estar fuera del alcance estatico.	SEMANTIC_REVERSE_ENGINEERING_CANDIDATE	SEMANTIC_INFERENCE_REVIEW_REQUIRED	dav	DOMAIN_ENTITY_OR_LEGACY	UNKNOWN_OR_BUSINESS_DATA	UNKNOWN	0	0	NO_USAGE_FOUND
dav_albofacturas	.data_base/asgard.sql	1109	DB-TABLE-054BE20EB15255	Physical table declared in .data_base/asgard.sql	Tabla candidata del dominio dav: Gestion aduanera, DAV/DAM, clientes, documentos, costos y procesos operativos de comercio exterior. Por su nombre agrupa facturas o documentos economicos/comerciales, factura o documento economico/comercial. No tiene uso PHP directo en la evidencia; puede ser historica, consumida por SQL/vistas/procedimientos o estar fuera del alcance estatico.	SEMANTIC_REVERSE_ENGINEERING_CANDIDATE	SEMANTIC_INFERENCE_REVIEW_REQUIRED	dav	DOMAIN_ENTITY_OR_LEGACY	UNKNOWN_OR_BUSINESS_DATA	UNKNOWN	0	0	NO_USAGE_FOUND
dav_alboreportediario	.data_base/asgard.sql	1137	DB-TABLE-D3F7AA620D67B0	Physical table declared in .data_base/asgard.sql	Tabla candidata del dominio dav: Gestion aduanera, DAV/DAM, clientes, documentos, costos y procesos operativos de comercio exterior. Por su nombre agrupa reporte, salida agregada o consulta de gestion. No tiene uso PHP directo en la evidencia; puede ser historica, consumida por SQL/vistas/procedimientos o estar fuera del alcance estatico.	SEMANTIC_REVERSE_ENGINEERING_CANDIDATE	SEMANTIC_INFERENCE_REVIEW_REQUIRED	dav	DOMAIN_ENTITY_OR_LEGACY	UNKNOWN_OR_BUSINESS_DATA	UNKNOWN	0	0	NO_USAGE_FOUND
dav_almacenadora	.data_base/asgard.sql	1152	DB-TABLE-672C8087D7DD40	Physical table declared in .data_base/asgard.sql	Tabla candidata del dominio dav: Gestion aduanera, DAV/DAM, clientes, documentos, costos y procesos operativos de comercio exterior. Por su nombre agrupa entidad o catalogo legacy cuyo significado debe confirmarse por uso en codigo y datos. No tiene uso PHP directo en la evidencia; puede ser historica, consumida por SQL/vistas/procedimientos o estar fuera del alcance estatico.	SEMANTIC_REVERSE_ENGINEERING_CANDIDATE	SEMANTIC_INFERENCE_REVIEW_REQUIRED	dav	DOMAIN_ENTITY_OR_LEGACY	UNKNOWN_OR_BUSINESS_DATA	UNKNOWN	0	0	NO_USAGE_FOUND
dav_aniochasis	.data_base/asgard.sql	1164	DB-TABLE-37183B47F83048	Physical table declared in .data_base/asgard.sql	Tabla candidata del dominio dav: Gestion aduanera, DAV/DAM, clientes, documentos, costos y procesos operativos de comercio exterior. Por su nombre agrupa entidad o catalogo legacy cuyo significado debe confirmarse por uso en codigo y datos. No tiene uso PHP directo en la evidencia; puede ser historica, consumida por SQL/vistas/procedimientos o estar fuera del alcance estatico.	SEMANTIC_REVERSE_ENGINEERING_CANDIDATE	SEMANTIC_INFERENCE_REVIEW_REQUIRED	dav	DOMAIN_ENTITY_OR_LEGACY	UNKNOWN_OR_BUSINESS_DATA	UNKNOWN	0	0	NO_USAGE_FOUND
dav_anticipos	.data_base/asgard.sql	1175	DB-TABLE-D15F6545DBFA36	Physical table declared in .data_base/asgard.sql	Tabla candidata del dominio dav: Gestion aduanera, DAV/DAM, clientes, documentos, costos y procesos operativos de comercio exterior. Por su nombre agrupa entidad o catalogo legacy cuyo significado debe confirmarse por uso en codigo y datos. Tiene lecturas observadas y parece actuar como consulta, catalogo o fuente de reporte.	SEMANTIC_REVERSE_ENGINEERING_CANDIDATE	SEMANTIC_INFERENCE_REVIEW_REQUIRED	dav	DOMAIN_ENTITY_OR_LEGACY	LIKELY_PERSONAL_OR_SENSITIVE	UNKNOWN	1	0	USED
dav_anticiposdevueltos	.data_base/asgard.sql	1202	DB-TABLE-F764AD3247D240	Physical table declared in .data_base/asgard.sql	Tabla candidata del dominio dav: Gestion aduanera, DAV/DAM, clientes, documentos, costos y procesos operativos de comercio exterior. Por su nombre agrupa entidad o catalogo legacy cuyo significado debe confirmarse por uso en codigo y datos. No tiene uso PHP directo en la evidencia; puede ser historica, consumida por SQL/vistas/procedimientos o estar fuera del alcance estatico.	SEMANTIC_REVERSE_ENGINEERING_CANDIDATE	SEMANTIC_INFERENCE_REVIEW_REQUIRED	dav	DOMAIN_ENTITY_OR_LEGACY	LIKELY_PERSONAL_OR_SENSITIVE	UNKNOWN	0	0	NO_USAGE_FOUND
dav_aps	.data_base/asgard.sql	1214	DB-TABLE-324E4F56209CBE	Physical table declared in .data_base/asgard.sql	Tabla candidata del dominio dav: Gestion aduanera, DAV/DAM, clientes, documentos, costos y procesos operativos de comercio exterior. Por su nombre agrupa entidad o catalogo legacy cuyo significado debe confirmarse por uso en codigo y datos. No tiene uso PHP directo en la evidencia; puede ser historica, consumida por SQL/vistas/procedimientos o estar fuera del alcance estatico.	SEMANTIC_REVERSE_ENGINEERING_CANDIDATE	SEMANTIC_INFERENCE_REVIEW_REQUIRED	dav	DOMAIN_ENTITY_OR_LEGACY	UNKNOWN_OR_BUSINESS_DATA	UNKNOWN	0	0	NO_USAGE_FOUND
dav_archivosautomatizados	.data_base/asgard.sql	1237	DB-TABLE-322904A2AE3250	Physical table declared in .data_base/asgard.sql	Tabla candidata del dominio dav: Gestion aduanera, DAV/DAM, clientes, documentos, costos y procesos operativos de comercio exterior. Por su nombre agrupa entidad o catalogo legacy cuyo significado debe confirmarse por uso en codigo y datos. No tiene uso PHP directo en la evidencia; puede ser historica, consumida por SQL/vistas/procedimientos o estar fuera del alcance estatico.	SEMANTIC_REVERSE_ENGINEERING_CANDIDATE	SEMANTIC_INFERENCE_REVIEW_REQUIRED	dav	DOMAIN_ENTITY_OR_LEGACY	UNKNOWN_OR_BUSINESS_DATA	UNKNOWN	0	0	NO_USAGE_FOUND
dav_archivosrobot_lpz	.data_base/asgard.sql	1252	DB-TABLE-1668D63964E954	Physical table declared in .data_base/asgard.sql	Tabla candidata del dominio dav: Gestion aduanera, DAV/DAM, clientes, documentos, costos y procesos operativos de comercio exterior. Por su nombre agrupa entidad o catalogo legacy cuyo significado debe confirmarse por uso en codigo y datos. No tiene uso PHP directo en la evidencia; puede ser historica, consumida por SQL/vistas/procedimientos o estar fuera del alcance estatico.	SEMANTIC_REVERSE_ENGINEERING_CANDIDATE	SEMANTIC_INFERENCE_REVIEW_REQUIRED	dav	DOMAIN_ENTITY_OR_LEGACY	UNKNOWN_OR_BUSINESS_DATA	UNKNOWN	0	0	NO_USAGE_FOUND
dav_archivosrobot_scz	.data_base/asgard.sql	1266	DB-TABLE-4BFECCEDE2F82E	Physical table declared in .data_base/asgard.sql	Tabla candidata del dominio dav: Gestion aduanera, DAV/DAM, clientes, documentos, costos y procesos operativos de comercio exterior. Por su nombre agrupa entidad o catalogo legacy cuyo significado debe confirmarse por uso en codigo y datos. No tiene uso PHP directo en la evidencia; puede ser historica, consumida por SQL/vistas/procedimientos o estar fuera del alcance estatico.	SEMANTIC_REVERSE_ENGINEERING_CANDIDATE	SEMANTIC_INFERENCE_REVIEW_REQUIRED	dav	DOMAIN_ENTITY_OR_LEGACY	UNKNOWN_OR_BUSINESS_DATA	UNKNOWN	0	0	NO_USAGE_FOUND
